(base) PS D:\OneDrive\OneDrive - Dalhousie University\2026_Winter\ga_combine\source_code\multi_ppo_cartpole_noise> python ppo_noisy_train.py
=== Starting E2E PPO Vision Baseline (Strict Time-Equivalent) Tests IN NOISY ENVIRONMENT ===
Target Score: 495.0 | Max Steps Allowed: 1000000


--- Running NOISY Seed 101 (1/5) with 16 parallel workers ---
    [Progress] Steps: 170000 | Elapsed: 568.0s | Recent 20-Ep Avg Reward: 230.8
    [Progress] Steps: 180000 | Elapsed: 599.2s | Recent 20-Ep Avg Reward: 221.8
    [Progress] Steps: 190000 | Elapsed: 633.2s | Recent 20-Ep Avg Reward: 225.0
    [Progress] Steps: 200000 | Elapsed: 664.1s | Recent 20-Ep Avg Reward: 250.9
    [Progress] Steps: 210000 | Elapsed: 695.0s | Recent 20-Ep Avg Reward: 278.4
    [Progress] Steps: 220000 | Elapsed: 725.9s | Recent 20-Ep Avg Reward: 353.7
    [Progress] Steps: 230000 | Elapsed: 760.2s | Recent 20-Ep Avg Reward: 367.1
    [Progress] Steps: 240000 | Elapsed: 790.8s | Recent 20-Ep Avg Reward: 330.0
    [Progress] Steps: 250000 | Elapsed: 821.6s | Recent 20-Ep Avg Reward: 332.7
    [Progress] Steps: 260000 | Elapsed: 852.3s | Recent 20-Ep Avg Reward: 321.6
    [Progress] Steps: 270000 | Elapsed: 882.8s | Recent 20-Ep Avg Reward: 362.9
    [Progress] Steps: 280000 | Elapsed: 917.2s | Recent 20-Ep Avg Reward: 352.6
    [Progress] Steps: 290000 | Elapsed: 948.1s | Recent 20-Ep Avg Reward: 410.4
    [Progress] Steps: 300000 | Elapsed: 978.4s | Recent 20-Ep Avg Reward: 419.9
    [Progress] Steps: 310000 | Elapsed: 1009.3s | Recent 20-Ep Avg Reward: 360.1
    [Progress] Steps: 320000 | Elapsed: 1044.2s | Recent 20-Ep Avg Reward: 354.6
    [Progress] Steps: 330000 | Elapsed: 1074.5s | Recent 20-Ep Avg Reward: 380.3
    [Progress] Steps: 340000 | Elapsed: 1105.0s | Recent 20-Ep Avg Reward: 295.7
    [Progress] Steps: 350000 | Elapsed: 1135.9s | Recent 20-Ep Avg Reward: 325.9
    [Progress] Steps: 360000 | Elapsed: 1166.8s | Recent 20-Ep Avg Reward: 227.2
    [Progress] Steps: 370000 | Elapsed: 1201.1s | Recent 20-Ep Avg Reward: 240.3
    [Progress] Steps: 380000 | Elapsed: 1231.4s | Recent 20-Ep Avg Reward: 313.1
    [Progress] Steps: 390000 | Elapsed: 1262.1s | Recent 20-Ep Avg Reward: 263.9
    [Progress] Steps: 400000 | Elapsed: 1293.0s | Recent 20-Ep Avg Reward: 245.5
    [Progress] Steps: 410000 | Elapsed: 1327.6s | Recent 20-Ep Avg Reward: 275.2
    [Progress] Steps: 420000 | Elapsed: 1358.2s | Recent 20-Ep Avg Reward: 276.9
    [Progress] Steps: 430000 | Elapsed: 1389.3s | Recent 20-Ep Avg Reward: 259.6
    [Progress] Steps: 440000 | Elapsed: 1420.4s | Recent 20-Ep Avg Reward: 268.4
    [Progress] Steps: 450000 | Elapsed: 1451.1s | Recent 20-Ep Avg Reward: 274.9
    [Progress] Steps: 460000 | Elapsed: 1485.6s | Recent 20-Ep Avg Reward: 210.4
    [Progress] Steps: 470000 | Elapsed: 1516.5s | Recent 20-Ep Avg Reward: 186.4
    [Progress] Steps: 480000 | Elapsed: 1547.9s | Recent 20-Ep Avg Reward: 121.1
    [Progress] Steps: 490000 | Elapsed: 1578.9s | Recent 20-Ep Avg Reward: 142.4
    [Progress] Steps: 500000 | Elapsed: 1614.8s | Recent 20-Ep Avg Reward: 64.5
    [Progress] Steps: 510000 | Elapsed: 1646.5s | Recent 20-Ep Avg Reward: 100.6
    [Progress] Steps: 520000 | Elapsed: 1678.0s | Recent 20-Ep Avg Reward: 132.8
    [Progress] Steps: 530000 | Elapsed: 1708.9s | Recent 20-Ep Avg Reward: 190.3
    [Progress] Steps: 540000 | Elapsed: 1741.0s | Recent 20-Ep Avg Reward: 118.0
    [Progress] Steps: 550000 | Elapsed: 1776.0s | Recent 20-Ep Avg Reward: 162.4
    [Progress] Steps: 560000 | Elapsed: 1807.0s | Recent 20-Ep Avg Reward: 110.1
    [Progress] Steps: 570000 | Elapsed: 1838.3s | Recent 20-Ep Avg Reward: 126.0
    [Progress] Steps: 580000 | Elapsed: 1869.5s | Recent 20-Ep Avg Reward: 153.2
    [Progress] Steps: 590000 | Elapsed: 1904.4s | Recent 20-Ep Avg Reward: 183.3
    [Progress] Steps: 600000 | Elapsed: 1935.0s | Recent 20-Ep Avg Reward: 151.6
    [Progress] Steps: 610000 | Elapsed: 1966.1s | Recent 20-Ep Avg Reward: 209.6
    [Progress] Steps: 620000 | Elapsed: 1997.1s | Recent 20-Ep Avg Reward: 220.5
    [Progress] Steps: 630000 | Elapsed: 2028.2s | Recent 20-Ep Avg Reward: 170.4
    [Progress] Steps: 640000 | Elapsed: 2062.7s | Recent 20-Ep Avg Reward: 155.4
    [Progress] Steps: 650000 | Elapsed: 2093.9s | Recent 20-Ep Avg Reward: 174.4
    [Progress] Steps: 660000 | Elapsed: 2125.0s | Recent 20-Ep Avg Reward: 175.1
