generation,best_avg_reward,avg_top10_reward,worst_avg_reward
81,-12.959247330686306,1.3655099170987144,-597.0574264920289
82,21.607398682648157,12.110970233197092,-708.0121678732046
83,68.55967654122105,20.275545856707218,-963.9454812695027
84,34.75027162579731,31.883831491039498,-758.2923133453135
85,41.18058148530503,12.555911530556244,-1085.761169645961
86,20.157502255713336,26.244102449360923,-630.0459835305986
87,-13.548708817217724,-2.110660271247832,-766.1446712618302
88,2.807423290631371,25.3667962874927,-615.2998743204718
89,33.23510002776082,35.44158310571513,-645.1263248680494
90,-319.6113291565491,-109.11806895733874,-386.46936233984655
91,6.206689376661231,-13.100878378903198,-898.2264829955462
92,-3.326744469340542,4.327204615611003,-793.5892028984401
93,56.143094980219665,32.128543197683406,-502.1820745530939
94,-20.90541081230211,11.98644313704761,-355.85606776407474
95,44.03906087034511,7.927877118062291,-681.4420062890331
96,17.086757778743277,-11.529109259680311,-556.7786985059695
97,90.04857716956681,20.386220386807047,-611.6625426591982
98,3.4601270080028828,17.686465756596053,-739.1300495862044
99,32.863813563820976,17.370317892259326,-749.8967800633216
100,13.910826538141995,16.066282040108135,-657.0056933965523
101,18.098395105785592,39.304451281864374,-157.91585917384668
102,144.67491082609484,59.65424166554402,-1223.6566555913025
103,-35.048063352265906,21.781930104598175,-1277.3099136888984
104,-19.53859887760654,12.329352664661679,-232.0797510273598
105,70.02422116035893,44.65565423115748,-172.07557367298423
106,58.73211052709662,-1.7558582893949044,-158.01089460719794
107,40.783699360691955,-4.15183689838232,-513.5177911676881
108,51.08240251446891,28.66317710842038,-167.8539767024613
109,12.841861883125125,7.640595129398064,-388.6447415519518
110,-13.20089805079202,13.445636959376719,-185.08555926362519
111,-21.33120360967421,-3.200091036868539,-241.02042457565912
112,24.81918784778245,36.67064353168542,-240.26623766803783
113,-66.11415373100655,-27.70705841062474,-196.60056978213754
114,40.89231121566381,45.0219228625811,-542.1861764346293
115,-27.286355951206367,-47.044662405859555,-209.23160462584082
116,41.63399716103447,63.25771405382997,-175.21513647068255
117,-29.840278577919186,-69.77692204896394,-377.0653404441751
118,47.53260218911943,29.594030210550788,-188.3795714539589
119,-100.9982339460068,-72.22048055784802,-256.1499856335826
120,-98.72515410262713,-77.70837940645718,-268.6145050146164
121,0.5810792603166078,13.073526254159207,-328.2917396139451
122,-20.925606129976654,-6.181501395726098,-169.53001579647523
123,-399.50373765910126,1.6052286847986135,-437.0129936883583
124,-24.779895008950938,-41.425374619462616,-760.815303213775
125,28.001866544463173,18.74037839833417,-194.15225327516222
126,-47.17169222937428,-76.05898966166171,-269.37046098533517
127,47.03641878301208,19.152805193752425,-381.0577765496199
128,-151.54228731167115,-64.09650594340279,-181.98164741893203
129,74.51406149270736,40.62291579454298,-132.36124623535235
130,-42.61952503050138,-128.3943711949219,-310.2891066230356
131,28.428703812696234,53.3377229442846,-112.85295697246129
132,77.19738303913026,20.730930094902774,-81.32462677855483
133,-9.945416065670162,7.75115504136427,-304.34778695835433
134,78.74336309170924,33.84321967360775,-326.0147458493492
135,-76.58045326467865,20.9643060570322,-227.948823504299
136,-6.724260646222734,-89.95068434641705,-320.1207781472273
137,81.40076642431089,31.98582899426678,-168.22715227619196
138,28.66966170627294,31.27353187342807,-170.58155316247522
139,-60.60463786248408,-37.28255652887026,-239.3197500271537
140,51.24034344266586,49.77533990696448,-84.54613059880687
141,27.35039098447629,29.56074133883213,-125.62355557928751
142,-24.903359092191177,3.7852452020754526,-322.98119306379397
143,-112.64673349845289,-77.1790322585682,-190.06289252100424
144,-67.86985326110326,-23.42650655955536,-162.5896271964817
145,41.703827951205675,3.252866211354125,-142.56435813220122
146,52.75633198944284,34.71297339842207,-115.5123026372989
147,48.300295501127515,-20.530640916125027,-788.472360498875
148,2.5895819526189285,11.454095184677405,-412.34302800993134
149,30.50886101950144,12.423770893044768,-299.2518313228794
150,35.27430333996894,40.36159471662388,-311.9994607653511
151,27.711958737142936,40.60933845022359,-228.68841085445433
152,54.86511590177732,83.72803207642336,-846.9584605493286
153,66.644579414382,40.33683707524579,-107.83784618930618
154,-23.345198477920658,-35.80725000411068,-234.13260839804033
155,-38.571901528595376,6.065289467690785,-60.09588503796933
156,52.66824592045157,42.1581344358131,-353.36278602778697
157,64.81342459455551,33.41329887038477,-426.3828534232269
158,59.11127940665872,55.726283286279276,-46.44048199858843
159,26.448261046509835,52.501100544843496,-313.6041250150056
160,54.8342266323598,46.20284218536585,-103.39198656138328
161,44.323148905536996,32.828064977241,-94.14000992041228
162,-15.590208832240242,-75.22231776173759,-189.98610857824676
163,130.45113385288943,81.93336179138902,-80.49932466820042
164,-82.21865368222345,1.5950774871558089,-82.21865368222345
165,65.66362395397005,64.70101243163897,-160.809938499775
166,48.31085167898659,18.438514730333107,-54.578463735849084
167,6.959469147534946,33.98885871839247,-92.72732049373982
168,35.87211873922945,54.07471542914615,-60.98137144768225
169,15.731352836545705,41.98633361324493,-64.7372604210047
170,104.34281583764839,64.34678082439221,-102.00608400984117
171,89.97184489587991,44.94390920573439,-177.06531212558826
172,0.8360272940810205,22.838558532193748,-298.1144856928994
173,-8.434175166477406,23.046469192278156,-50.13620525062025
174,75.50200744468161,62.06856792737321,-158.41224687394453
175,80.54496366772737,52.8324543710197,-62.181307285597356
176,36.65260562906684,85.16251030713006,-132.65643964732607
177,79.74138682775136,47.68318426234158,-38.61832555846938
178,12.609803818384304,34.83604692132379,-62.527520214399054
179,80.62458203446435,82.52455849149287,-51.973378844432126
180,10.30259879970868,60.453527090901225,-60.86929016716615
181,61.415829084192545,31.211161026782435,-112.041571151788
182,10.039459381069943,62.381519805646406,-52.088220328845765
183,52.153777536370114,42.76968950151117,-90.70724924174166
184,24.995747778742707,54.721371686648304,-24.602693763632875
185,56.08778860315774,77.42040523239173,-34.666444340955785
186,-169.75306237115765,-163.659401551094,-249.29431055425985
187,59.30547049497138,55.10652105546376,-21.98887036987197
188,18.508798842595002,54.4844853470991,-26.954893718707428
189,93.36709582258698,52.99041579792293,-27.75686798932142
190,102.53607371534122,79.5979357231822,-26.632409806551287
191,91.06187335501691,90.50235369004764,-35.955815222268264
192,21.248971061895183,99.39064164089338,-144.54033551891962
193,4.135416283987541,35.50060816356568,-67.30927282399061
194,82.51950426506562,74.15045337749498,-34.38410588246942
195,44.2438020446844,46.446244421165126,-36.775321955577226
196,21.441909071674687,62.294873174567876,-33.45407623841329
197,-43.96032148742624,-60.07686268379871,-174.89124876906345
198,68.22507132498963,56.63316208012645,-31.66798618873442
199,36.700301465617564,49.39129495579862,-32.26773399304258
200,53.38388781547278,47.16583741616097,-14.593622609847241
